CENTRAL REGION,CR,BUKIT MERAH,BM,REDHILL,0.4849340866290019,2290,2500,3500,2330,10145.060836501902,0.48782771535580527,2330,2600,3500,2250,9950.770104068117,0.48512396694214877,2540,2500,3500,2330,9055.030050083473,0.48236259228876127,2520,2500,3500,2330,8462.08105872622,0.48301574150787074,2560,2500,3500,2330,8115.571548117155,0.4823914823914824,2590,2500,3500,2330,8077.968595041322,0.4832925835370823,2630,2500,3500,2330,8007.015637860082,0.484297520661157,2590,2500,3500,2330,7751.991652754591,0.48469809760132343,2610,2500,3500,2330,7705.663052543787,0.4859271523178808,2580,2500,3500,2330,7702.710108604845
CENTRAL REGION,CR,BUKIT MERAH,BM,SINGAPORE GENERAL HOSPITAL,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
CENTRAL REGION,CR,BUKIT MERAH,BM,TELOK BLANGAH DRIVE,0.474883480062144,3510,5490,5350,4980,7658.998443175921,0.47516989022477785,3410,5580,5290,4860,7654.211851074987,0.47268673355629875,3110,5490,5350,4980,7681.995533221664,0.47543966040024255,2860,5490,5350,4980,7754.641119221411,0.47660636306924514,2780,5490,5350,4980,7701.0331872260485,0.478125,2780,5490,5350,4980,7587.6373902133,0.4806153846153846,2850,5490,5350,4980,7581.531153608883,0.48265368228849664,2930,5490,5350,4980,7581.292608430055,0.4827586206896552,2900,5490,5350,4980,7584.035868893012,0.48401253918495296,2900,5490,5350,4980,7658.5298930144745
CENTRAL REGION,CR,BUKIT MERAH,BM,TELOK BLANGAH RISE,0.4720394736842105,1680,2660,3470,4340,8024.115798180314,0.4720194647201946,1700,2760,3590,4270,8027.773246329527,0.4743083003952569,1790,2660,3470,4340,7949.877486077963,0.4740061162079511,1920,2660,3470,4340,7892.052307692307,0.47855029585798814,2090,2660,3470,4340,7845.805059523809,0.4804630969609262,2160,2660,3470,4340,7828.830298616169,0.48119233498935415,2270,2660,3470,4340,7780.935805991441,0.4793272599859846,2370,2660,3470,4340,7775.464411557435,0.4817618719889883,2470,2660,3470,4340,7763.0207756232685,0.48092643051771117,2560,2660,3470,4340,7772.58904109589
CENTRAL REGION,CR,BUKIT MERAH,BM,TELOK BLANGAH WAY,0.49945828819068255,1310,1860,2880,3170,6002.6303162486365,0.498416050686378,1410,1970,3000,3120,5939.268292682927,0.49846782431052095,1510,1860,2880,3170,5893.066803699897,0.4995073891625616,1650,1860,2880,3170,5838.164519326066,0.5,1750,1860,2880,3170,5815.35953978907,0.500467726847521,1820,1860,2880,3170,5815.026415094339,0.4976958525345622,1870,1860,2880,3170,5834.2176744186045,0.5004549590536852,1910,1860,2880,3170,5840.155820348305,0.5009074410163339,1940,1860,2880,3170,5852.700182815356,0.5022542831379622,1960,1860,2880,3170,5827.887170154686
CENTRAL REGION,CR,BUKIT MERAH,BM,TIONG BAHRU,0.46470131885182314,2350,3360,3800,3390,8574.660421545668,0.4661016949152542,2410,3470,3760,3360,8519.036462373933,0.46796875,2400,3360,3800,3390,8250.75748031496,0.4681181959564541,2370,3360,3800,3390,8134.003137254902,0.4672386895475819,2330,3360,3800,3390,8108.520031421838,0.46759639048400325,2140,3360,3800,3390,8139.033912324235,0.4660633484162896,1930,3360,3800,3390,8154.234217749314,0.46500920810313073,1830,3360,3800,3390,8156.344186046512,0.46634146341463417,1700,3360,3800,3390,8175.495069033531,0.46808510638297873,1390,3360,3800,3390,8217.166866746698
CENTRAL REGION,CR,BUKIT MERAH,BM,TIONG BAHRU STATION,0.4722222222222222,2780,3790,4660,3870,9250.393638170974,0.470013037809648,2900,3920,4730,3800,9241.004572175048,0.46934865900383144,3070,3790,4660,3870,9207.984664536742,0.4691358024691358,3310,3790,4660,3870,9138.721878862794,0.47062423500611994,3380,3790,4660,3870,9136.361298224127,0.47570485902819437,3500,3790,4660,3870,9147.993990384615,0.47471743010113027,3550,3790,4660,3870,9164.98747763864,0.47593582887700536,3590,3790,4660,3870,9169.344827586207,0.4757969303423849,3620,3790,4660,3870,9168.200945626477,0.4772054470100651,3570,3790,4660,3870,9194.694312796208
WEST REGION,WR,BUKIT PANJANG,BP,BANGKIT,0.4943870678042209,3530,6210,6800,5750,9716.367310282893,0.49444197421076036,3650,6290,7060,5490,9655.535587188611,0.4956369982547993,3890,6210,6800,5750,9629.43954604976,0.4984933275936289,4130,6210,6800,5750,9468.607834696513,0.5004317789291882,4280,6210,6800,5750,9154.038876889848,0.5,4640,6210,6800,5750,9141.847058823529,0.500202347227843,5050,6210,6800,5750,9124.53927125506,0.5,5290,6210,6800,5750,9124.583835946924,0.5011923688394276,5630,6210,6800,5750,9130.977335984095,0.5021799445105034,5890,6210,6800,5750,9123.22869599683
WEST REGION,WR,BUKIT PANJANG,BP,DAIRY FARM,0.4827089337175792,1650,1820,2310,1160,22169.492063492064,0.4815361890694239,1610,1850,2240,1090,22175.47119645495,0.4799405646359584,1580,1820,2310,1160,22228.755952380954,0.4831288343558282,1530,1820,2310,1160,22274.878648233487,0.4844827586206897,1360,1820,2310,1160,22475.387543252597,0.48608534322820035,1290,1820,2310,1160,22609.31598513011,0.48775055679287305,1030,1820,2310,1160,23049.37668161435,0.49081364829396323,850,1820,2310,1160,23428.47619047619,0.4868421052631579,860,1820,2310,1160,23362.564643799473,0.48257372654155495,890,1820,2310,1160,23311.844086021505
WEST REGION,WR,BUKIT PANJANG,BP,FAJAR,0.49856218547807335,6380,8450,7940,5070,9010.416247304098,0.498757543485978,6660,8720,8010,4800,8982.186079545454,0.4987714987714988,6850,8450,7940,5070,8980.0351000351,0.4994786235662148,7030,8450,7940,5070,8987.078581363005,0.4998248686514886,7090,8450,7940,5070,9009.283613445377,0.500186776242062,6670,8450,7940,5070,9086.714712471994,0.5015686274509804,6450,8450,7940,5070,9288.2879560612,0.5032679738562091,6310,8450,7940,5070,9474.772374335922,0.5055578427336352,6370,8450,7940,5070,9488.703993412928,0.5057716973065413,6280,8450,7940,5070,9563.467921300256
WEST REGION,WR,BUKIT PANJANG,BP,JELEBU,0.4908974768444586,5270,9120,9710,7230,11690.237623762376,0.4904882688649334,5610,9070,10030,6840,11648.672162333545,0.493425172197871,5920,9120,9710,7230,11584.101471969934,0.49486461251167135,6360,9120,9710,7230,11443.010277172221,0.4966360856269113,6780,9120,9710,7230,11377.760783114101,0.497759187331939,7270,9120,9710,7230,11332.320382546324,0.49665600465251525,7790,9120,9710,7230,11318.585223967422,0.4972646127267492,8210,9120,9710,7230,11313.451612903225,0.4960022844089092,8630,9120,9710,7230,11294.09431266076,0.49643163003140167,8990,9120,9710,7230,11290.616790405482
WEST REGION,WR,BUKIT PANJANG,BP,NATURE RESERVE,0.4701298701298701,830,960,1320,770,21302.141361256545,0.468586387434555,810,990,1290,720,21324.85714285714,0.47229551451187335,830,960,1320,770,21345.893333333333,0.47150259067357514,890,960,1320,770,21343.394255874675,0.4661458333333333,930,960,1320,770,21333.139107611547,0.4702842377260982,960,960,1320,770,21328.976501305482,0.46770025839793283,970,960,1320,770,21347.63254593176,0.46825396825396826,960,960,1320,770,21303.764705882353,0.46684350132625996,990,960,1320,770,21261.41018766756,0.46321525885558584,1000,960,1320,770,21296.60606060606
WEST REGION,WR,BUKIT PANJANG,BP,SAUJANA,0.4949845679012346,6150,7990,7300,4480,10338.595679012345,0.49616858237547895,6370,8160,7400,4190,10324.718498659517,0.49486887115165334,6500,7990,7300,4480,10307.047872340425,0.49677908298597956,6570,7990,7300,4480,10282.706328154603,0.49564558879212417,6650,7990,7300,4480,10273.017039000379,0.49784567175871525,6470,7990,7300,4480,10213.20516836335,0.4997722095671982,5460,7990,7300,4480,9736.110250569476,0.4990875912408759,5650,7990,7300,4480,9740.715654952077,0.4979610330765745,5920,7990,7300,4480,9740.788400543724,0.49773550724637683,6120,7990,7300,4480,9734.684782608696
WEST REGION,WR,BUKIT PANJANG,BP,SENJA,0.49157581764122893,5010,5840,5880,3440,8707.720698254365,0.4899460519862678,5280,6000,5940,3180,8708.426600985222,0.4927395934172314,5470,5840,5880,3440,8710.381322957199,0.49476688867745006,5750,5840,5880,3440,8694.269598470364,0.49569789674952197,5790,5840,5880,3440,8712.073896353168,0.498019801980198,5550,5840,5880,3440,8795.485799701046,0.49889746416758546,5110,5840,5880,3440,9047.718559556786,0.49720982142857145,5130,5840,5880,3440,9103.879464285714,0.49910979228486646,4870,5840,5880,3440,9354.185628742514,0.5006142506142506,4740,5840,5880,3440,9612.948479205463
CENTRAL REGION,CR,BUKIT TIMAH,BT,ANAK BUKIT,0.4741655235482396,4280,5660,6190,5750,19739.484317343173,0.4741340530814215,4390,5800,6470,5560,19720.758965047662,0.4766862833861476,4390,5660,6190,5750,19646.588396528095,0.47655894401456533,4420,5660,6190,5750,19616.314627414904,0.4763636363636364,4570,5660,6190,5750,19620.24379024839,0.47885402455661663,4710,5660,6190,5750,19694.93922651934,0.47847533632287,4970,5660,6190,5750,19652.930063578566,0.478494623655914,5140,5660,6190,5750,19643.84392014519,0.47824136384028715,5320,5660,6190,5750,19633.24965893588,0.4797451069640419,5370,5660,6190,5750,19573.411819021236
CENTRAL REGION,CR,BUKIT TIMAH,BT,CORONATION ROAD,0.4552238805970149,1730,1480,2030,1470,24074.202177293933,0.4534351145038168,1700,1420,2020,1420,24088.369426751593,0.4561128526645768,1610,1480,2030,1470,24166.287112561175,0.46325878594249204,1520,1480,2030,1470,24217.333333333332,0.464,1560,1480,2030,1470,24241.91652754591,0.46029173419773095,1550,1480,2030,1470,24248.584040747028,0.46215780998389694,1540,1480,2030,1470,24298.44745762712,0.46317512274959083,1530,1480,2030,1470,24328.792387543253,0.4634551495016611,1500,1480,2030,1470,24447.01230228471,0.46924428822495606,1410,1480,2030,1470,24531.271095152602
CENTRAL REGION,CR,BUKIT TIMAH,BT,FARRER COURT,0.4692556634304207,1600,1390,2030,1150,17857.414075286415,0.4669887278582931,1590,1450,1980,1200,17840.80650406504,0.46794871794871795,1590,1390,2030,1150,17589.65964343598,0.47088186356073214,1490,1390,2030,1150,17310.732773109245,0.4669051878354204,1360,1390,2030,1150,16910.652173913044,0.46794871794871795,1050,1390,2030,1150,16022.692640692641,0.4673913043478261,760,1390,2030,1150,14612.753462603878,0.46756756756756757,750,1390,2030,1150,14484.853994490359,0.46524064171123,780,1390,2030,1150,14404.338797814207,0.4650537634408602,780,1390,2030,1150,14317.010989010989
CENTRAL REGION,CR,BUKIT TIMAH,BT,HILLCREST,0.440337909186906,2430,2040,2990,2020,23627.605177993526,0.44251626898047725,2340,1930,3020,1920,23714.217777777776,0.44627192982456143,2350,2040,2990,2020,23698.48769574944,0.44382647385984425,2290,2040,2990,2020,23743.127683615818,0.44742729306487694,2290,2040,2990,2020,23752.4550625711,0.4478458049886621,2250,2040,2990,2020,23778.97803468208,0.4479638009049774,2240,2040,2990,2020,23805.9400921659,0.4465691788526434,2300,2040,2990,2020,23801.017221584385,0.45039908779931587,2290,2040,2990,2020,23784.990697674417,0.45368171021377673,2150,2040,2990,2020,23835.81333333333
CENTRAL REGION,CR,BUKIT TIMAH,BT,HOLLAND ROAD,0.44280442804428044,2810,2330,3600,2100,22701.691449814127,0.44175209692451073,2820,2260,3610,2040,22729.245070422534,0.44360902255639095,2770,2330,3600,2100,22688.378429517503,0.4419942473633749,2750,2330,3600,2100,22775.655105973026,0.4429268292682927,2690,2330,3600,2100,22793.523529411767,0.44260700389105057,2780,2330,3600,2100,22786.90322580645,0.44379276637341153,2810,2330,3600,2100,22803.383104125736,0.44702320887991925,2700,2330,3600,2100,22860.168356997972,0.4470588235294118,2550,2330,3600,2100,22997.471535982815,0.4520547945205479,2370,2330,3600,2100,23103.63490241102
CENTRAL REGION,CR,BUKIT TIMAH,BT,LEEDON PARK,0.45962732919254656,1390,1470,2090,1500,24203.020217729394,0.4608150470219436,1380,1490,2070,1460,24237.56043956044,0.45975232198142413,1380,1470,2090,1500,24040.674922600618,0.4609375,1360,1470,2090,1500,23975.367762128324,0.4606918238993711,1390,1470,2090,1500,24028.6214511041,0.46006389776357826,1350,1470,2090,1500,24040.346153846152,0.45980707395498394,1340,1470,2090,1500,24101.735909822866,0.46078431372549017,1320,1470,2090,1500,24120.773770491804,0.46140939597315433,1280,1470,2090,1500,24223.5413153457,0.46519524617996605,1280,1470,2090,1500,24245.651282051283
CENTRAL REGION,CR,BUKIT TIMAH,BT,SWISS CLUB,0.4616822429906542,1230,1270,1600,1240,24104.711281070744,0.4637404580152672,1230,1250,1570,1200,24152.748538011696,0.45907473309608543,1300,1270,1600,1240,23921.095840867994,0.460573476702509,1300,1270,1600,1240,23972.13503649635,0.46181172291296624,1330,1270,1600,1240,23990.994575045206,0.4648648648648649,1320,1270,1600,1240,23946.647058823528,0.463768115942029,1320,1270,1600,1240,23955.35304990758,0.4628252788104089,1320,1270,1600,1240,24052.863117870722,0.4665391969407266,1300,1270,1600,1240,24174.276803118908,0.4660377358490566,1340,1270,1600,1240,24153.495183044317
CENTRAL REGION,CR,BUKIT TIMAH,BT,ULU PANDAN,0.4791288566243194,2360,2450,3380,2840,22063.468607825296,0.4806985294117647,2300,2460,3390,2750,22095.571297148115,0.47809878844361603,2290,2450,3380,2840,22076.184701492537,0.4790697674418605,2330,2450,3380,2840,22100.480894687793,0.4774436090225564,2320,2450,3380,2840,22085.487758945386,0.4790307548928239,2430,2450,3380,2840,22055.580223880595,0.47641073080481033,2510,2450,3380,2840,22035.48656163114,0.4780578898225957,2540,2450,3380,2840,22039.182413470535,0.4786729857819905,2480,2450,3380,2840,22082.585178055822,0.47752808988764045,2570,2450,3380,2840,22088.897998093424
NORTH REGION,NR,CENTRAL WATER CATCHMENT,CC,CENTRAL WATER CATCHMENT,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
EAST REGION,ER,CHANGI,CH,CHANGI AIRPORT,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
EAST REGION,ER,CHANGI,CH,CHANGI POINT,0.5555555555555556,60,110,200,180,9708.595744680852,0.5283018867924528,80,100,190,150,9353.173913043478,0.5254237288135594,90,110,200,180,10073.26923076923,0.5342465753424658,110,110,200,180,10644.379310344828,0.5324675324675324,130,110,200,180,10716.262295081968,0.5316455696202531,130,110,200,180,10871.111111111111,0.5316455696202531,130,110,200,180,11203.301587301587,0.525,130,110,200,180,10626.161290322581,0.5189873417721519,120,110,200,180,10206.730158730159,0.5121951219512195,130,110,200,180,10454.40625
EAST REGION,ER,CHANGI,CH,CHANGI WEST,0.5038167938931297,460,380,380,100,25837.12,0.5,460,390,360,90,25827.916666666668,0.49324324324324326,560,380,380,100,25827.916666666668,0.5067567567567568,540,380,380,100,25633.23076923077,0.5059523809523809,640,380,380,100,25420.846153846152,0.5057471264367817,650,380,380,100,25105.931034482757,0.5114942528735632,640,380,380,100,24953.6,0.5172413793103449,640,380,380,100,24811.09677419355,0.5178571428571429,610,380,380,100,25105.931034482757,0.51875,600,380,380,100,25137.666666666668
EAST REGION,ER,CHANGI BAY,CB,CHANGI BAY,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
WEST REGION,WR,CHOA CHU KANG,CK,CHOA CHU KANG CENTRAL,0.49644760213143874,4670,6570,7420,3880,13712.079893475366,0.4966711051930759,4830,6560,7510,3640,13635.763870395029,0.4958139534883721,4580,6570,7420,3880,13132.977198697068,0.4965002333177788,4670,6570,7420,3880,12924.70588235294,0.49565614997713764,5040,6570,7420,3880,12831.621572212065,0.4953271028037383,5050,6570,7420,3880,12456.160672582906,0.4973721930243669,5110,6570,7420,3880,12099.201146679408,0.4952561669829222,5450,6570,7420,3880,12040.244781783682,0.49558823529411766,5450,6570,7420,3880,11662.319607843137,0.4967869500741473,5630,6570,7420,3880,11490.451804251112
WEST REGION,WR,CHOA CHU KANG,CK,CHOA CHU KANG NORTH,0.49671155652990917,6010,9800,10550,5590,11392.773056342461,0.49444444444444446,6580,9700,10900,5240,11382.808193668528,0.4939209726443769,7130,9800,10550,5590,11354.69352869353,0.4935801731860257,7830,9800,10550,5590,11337.583159151985,0.49440847557386697,8570,9800,10550,5590,11336.776927604473,0.4944735311227458,9250,9800,10550,5590,11367.36551323059,0.4945370902817711,9910,9800,10550,5590,11409.174000575209,0.495139911634757,10340,9800,10550,5590,11586.843593519881,0.4958992384299941,10920,9800,10550,5590,11565.410076157,0.49764844209288656,11250,9800,10550,5590,11647.891208468098
WEST REGION,WR,CHOA CHU KANG,CK,KEAT HONG,0.4979046621267679,10320,13740,9790,4330,10672.389910667367,0.49702380952380953,9870,13520,9550,4020,10630.25576975292,0.4983206106870229,8560,13740,9790,4330,9898.058228623966,0.5,7510,13740,9790,4330,9779.056125941137,0.5020833333333333,4580,13740,9790,4330,10501.381551362683,0.5019157088122606,3710,13740,9790,4330,11019.024484536083,0.5009369144284822,4020,13740,9790,4330,11020.656584751103,0.5012360939431397,4300,13740,9790,4330,11001.533956386293,0.5018427518427518,4560,13740,9790,4330,11011.84634448575,0.5027590435315757,4780,13740,9790,4330,10993.302038295244
WEST REGION,WR,CHOA CHU KANG,CK,PENG SIANG,0.49928016124388136,7210,10950,10280,6290,9541.104668019716,0.5,6960,10480,10090,5860,9044.701839011155,0.501186943620178,7190,10950,10280,6290,9033.986853899014,0.5019022534386889,7560,10950,10280,6290,9037.122641509433,0.5018933877075444,7810,10950,10280,6290,9040.446989720998,0.5026455026455027,7530,10950,10280,6290,9055.82952052648,0.5015842839036755,7690,10950,10280,6290,9095.307987220447,0.502990242367013,8150,10950,10280,6290,9101.578045685279,0.5035009548058561,8410,10950,10280,6290,9147.359871589086,0.5056397035127296,8640,10950,10280,6290,9222.927178153446
WEST REGION,WR,CHOA CHU KANG,CK,TECK WHYE,0.5010275380189066,3880,7190,7250,6010,8267.369851729818,0.5008090614886731,4080,7320,7570,5740,8251.39546191248,0.5007917656373714,4430,7190,7250,6010,8220.292624900872,0.5013529184383456,4780,7190,7250,6010,8229.384198295895,0.5003756574004508,5270,7190,7250,6010,8250.16484757245,0.5025887573964497,5650,7190,7250,6010,8246.754353464246,0.5020065669463699,6000,7190,7250,6010,8252.755571793936,0.5027767493520918,6080,7190,7250,6010,8399.81015943641,0.5065176908752328,6260,7190,7250,6010,8490.545115585384,0.506869662086892,6640,7190,7250,6010,8492.743494423792
WEST REGION,WR,CHOA CHU KANG,CK,YEW TEE,0.49777117384843983,8460,11480,13730,6730,11017.340267459138,0.49841114641896844,8970,11630,13980,6330,10998.888019559901,0.4992757122163206,9590,11480,13730,6730,10983.025356194155,0.4990539262062441,10320,11480,13730,6730,10974.973509933774,0.4981455725544738,10970,11480,13730,6730,10954.980755854394,0.4983989021043001,11530,11480,13730,6730,10937.34462242563,0.49798387096774194,12070,11480,13730,6730,10930.890432444545,0.49755011135857463,12490,11480,13730,6730,10927.075072399199,0.49711751662971176,12900,11480,13730,6730,10923.990246065174,0.4966858152894388,13160,11480,13730,6730,10933.441767955801
WEST REGION,WR,CLEMENTI,CL,CLEMENTI CENTRAL,0.4714285714285714,2450,3330,4180,4050,9902.226277372263,0.470378301213419,2460,3390,4230,3970,9830.426802621996,0.47398843930635837,2450,3330,4180,4050,9792.048708487086,0.47593582887700536,2410,3330,4180,4050,9843.224394057857,0.47694633408919124,2480,3330,4180,4050,9823.212355212356,0.47961452928094883,2580,3330,4180,4050,9767.169696969697,0.47956204379562045,2650,3330,4180,4050,9669.478390461996,0.48083875632682577,2730,3330,4180,4050,9606.03692762186,0.4827089337175792,2730,3330,4180,4050,9444.955114054452,0.48328488372093026,2690,3330,4180,4050,9282.0
WEST REGION,WR,CLEMENTI,CL,CLEMENTI NORTH,0.46511627906976744,4900,7370,8230,8320,7221.811797752809,0.4652516261554262,5060,7670,8290,8200,7206.200277200277,0.46729922060318535,5050,7370,8230,8320,7172.548885077187,0.4675453047775947,5120,7370,8230,8320,7100.733577859286,0.4683848797250859,4780,7370,8230,8320,7002.529759832927,0.4688478941872607,4700,7370,8230,8320,6957.426252646436,0.47201426024955434,4640,7370,8230,8320,6908.584748825443,0.47224174279690795,4730,7370,8230,8320,6917.373219373219,0.4713793103448276,4880,7370,8230,8320,6910.820979020979,0.4728761514841351,4920,7370,8230,8320,6912.332871972319
WEST REGION,WR,CLEMENTI,CL,CLEMENTI WEST,0.47903014416775885,2610,3480,4860,4330,9724.839473684211,0.47840103159252095,2740,3620,4970,4190,9583.281088082902,0.4819734345351044,2850,3480,4860,4330,9398.553083280356,0.4826946847960445,2970,3480,4860,4330,9221.739130434782,0.4835965978128797,3120,3480,4860,4330,9088.431276725718,0.4899817850637523,3170,3480,4860,4330,8777.773838630806,0.4913017396520696,3210,3480,4860,4330,8538.946924004826,0.4916963226571768,3320,3480,4860,4330,8555.31063321386,0.49155503785672683,3450,3480,4860,4330,8460.372801875732,0.49421965317919075,3530,3480,4860,4330,8411.01919720768
WEST REGION,WR,CLEMENTI,CL,CLEMENTI WOODS,0.47875,3030,4010,4680,4290,10218.644871794872,0.4794079794079794,2920,3940,4560,4150,9684.974900924703,0.4819047619047619,3060,4010,4680,4290,9535.09268929504,0.48175633889919606,3230,4010,4680,4290,9502.052162849874,0.4804161566707466,3280,4010,4680,4290,9525.407687460618,0.48109756097560974,3270,4010,4680,4290,9470.937343358395,0.4812538414259373,3230,4010,4680,4290,9448.573770491803,0.4839506172839506,3190,4010,4680,4290,9459.32994923858,0.4828513786146604,2930,4010,4680,4290,9337.853893866299,0.4818001323626737,3010,4010,4680,4290,9264.054237288135
WEST REGION,WR,CLEMENTI,CL,FABER,0.48880597014925375,1460,1410,1690,830,22119.6679245283,0.4888507718696398,1540,1590,1800,900,21983.60763888889,0.4914965986394558,1520,1410,1690,830,21992.665517241378,0.487012987012987,1120,1410,1690,830,22425.42604856512,0.48842592592592593,1030,1410,1690,830,22533.31914893617,0.4861111111111111,1060,1410,1690,830,22510.92705882353,0.4815668202764977,1090,1410,1690,830,22540.47306791569,0.48299319727891155,1110,1410,1690,830,22571.760368663596,0.48081264108352145,1160,1410,1690,830,22554.38620689655,0.482837528604119,1170,1410,1690,830,22547.494199535962
WEST REGION,WR,CLEMENTI,CL,PANDAN,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
WEST REGION,WR,CLEMENTI,CL,SUNSET WAY,0.4672566371681416,980,1330,1630,1730,15121.461946902655,0.4685430463576159,1040,1460,1790,1760,15437.830564784053,0.46677740863787376,1010,1330,1630,1730,15310.89,0.4664484451718494,1070,1330,1630,1730,15205.040916530279,0.4642857142857143,1110,1330,1630,1730,15142.045528455285,0.4642289348171701,1160,1330,1630,1730,15061.4272,0.46635367762128327,1250,1330,1630,1730,15019.725984251969,0.4691358024691358,1310,1330,1630,1730,14930.942635658916,0.471841704718417,1370,1330,1630,1730,14813.813455657493,0.47297297297297297,1430,1330,1630,1730,14889.960784313726
WEST REGION,WR,CLEMENTI,CL,TOH TUCK,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
WEST REGION,WR,CLEMENTI,CL,WEST COAST,0.49053857350800584,1790,1560,2330,1220,22001.020408163266,0.4935897435897436,1630,1370,2130,1110,22146.583333333332,0.49108589951377635,1630,1560,2330,1220,22173.805510534847,0.49166666666666664,1580,1560,2330,1220,22238.616666666665,0.4958263772954925,1590,1560,2330,1220,22327.418060200667,0.49745331069609505,1570,1560,2330,1220,22357.884353741498,0.49653979238754326,1540,1560,2330,1220,22392.61698440208,0.4952015355086372,1370,1560,2330,1220,22613.374280230328,0.49429657794676807,1400,1560,2330,1220,22640.127659574468,0.49510763209393344,1350,1560,2330,1220,22667.492
CENTRAL REGION,CR,DOWNTOWN CORE,DT,ANSON,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
CENTRAL REGION,CR,DOWNTOWN CORE,DT,BAYFRONT SUBZONE,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
CENTRAL REGION,CR,DOWNTOWN CORE,DT,BUGIS,0.4943820224719101,90,250,270,290,11161.58024691358,0.4777777777777778,90,240,280,280,10820.487804878048,0.4880952380952381,90,250,270,290,9725.894736842105,0.5,80,250,270,290,8222.746666666666,0.4727272727272727,250,250,270,290,6663.895734597157,0.47639484978540775,270,250,270,290,6654.098214285715,0.4834710743801653,290,250,270,290,6627.043103448276,0.48,300,250,270,290,6607.949790794979,0.47843137254901963,330,250,270,290,6601.967479674797,0.4828897338403042,360,250,270,290,6749.212598425197
CENTRAL REGION,CR,DOWNTOWN CORE,DT,CECIL,0.5,30,130,80,20,20536.0,0.5416666666666666,30,120,80,10,20536.0,0.5454545454545454,20,130,80,20,20536.0,0.5238095238095238,50,130,80,20,20536.0,0.5555555555555556,20,130,80,20,20536.0,0.5625,30,130,80,20,20536.0,0.5625,20,130,80,20,20536.0,0.5263157894736842,40,130,80,20,20536.0,0.5714285714285714,20,130,80,20,20536.0,,0,130,80,20,
CENTRAL REGION,CR,DOWNTOWN CORE,DT,CENTRAL SUBZONE,0.4659090909090909,150,290,370,100,20536.0,0.4805194805194805,120,230,330,100,20536.0,0.47619047619047616,90,290,370,100,20536.0,0.47540983606557374,100,290,370,100,20536.0,0.4727272727272727,80,290,370,100,20536.0,0.4791666666666667,80,290,370,100,20536.0,0.5,60,290,370,100,20536.0,0.5,50,290,370,100,20536.0,0.5142857142857142,60,290,370,100,20536.0,0.5172413793103449,40,290,370,100,20536.0
CENTRAL REGION,CR,DOWNTOWN CORE,DT,CITY HALL,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
CENTRAL REGION,CR,DOWNTOWN CORE,DT,CLIFFORD PIER,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
CENTRAL REGION,CR,DOWNTOWN CORE,DT,MARINA CENTRE,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
CENTRAL REGION,CR,DOWNTOWN CORE,DT,MAXWELL,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
CENTRAL REGION,CR,DOWNTOWN CORE,DT,PHILLIP,,0,0,0,0,,,0,0,0,0,,,0,80,110,60,,,0,80,110,60,,,0,80,110,60,,,0,80,110,60,,,0,80,110,60,,,0,80,110,60,,,0,80,110,60,,,0,80,110,60,
